field.h.x,field.h.y,field.h.z,field.n.x,field.n.y,field.n.z,field.t.x,field.t.y,field.t.z,field.rs.x,field.rs.y,field.rs.z,field.re.x,field.re.y,field.re.z,field.rh.x,field.rh.y,field.rh.z,field.ls.x,field.ls.y,field.ls.z,field.le.x,field.le.y,field.le.z,field.lh.x,field.lh.y,field.lh.z
1.9063414807,0.0436312928,0.3231147628,1.8152319217,0.0252886101,0.1217330936,1.7356752603,0.0066902387,-0.101920911,1.7768648658,0.1888816641,0.1217767145,1.6059809776,0.2266018006,0.265428305,1.6702429511,0.0900530101,0.5305538014,1.8535989775,-0.1383044249,0.1216894728,1.5750182196,-0.10903079,0.2317507454,1.6603830488,0.0105428268,0.5401354416
1.8984591523,0.0444409525,0.322781967,1.8104419907,0.0264839946,0.1191143521,1.7334063162,0.009381288,-0.1055369458,1.769486442,0.1894527582,0.1207515264,1.6059978842,0.2224369294,0.2778392546,1.6722504837,0.0747130059,0.5387255469,1.8513975393,-0.1364847766,0.1174771777,1.5705088214,-0.1204183416,0.2207045126,1.6536480995,0.0165283749,0.5226960132
1.896960846,0.0476292366,0.3217953087,1.8081648838,0.0279957851,0.1186593052,1.730563298,0.0094111438,-0.1056814589,1.7667089665,0.1908356216,0.1195093415,1.6010093817,0.2398229585,0.2682150664,1.6760477429,0.1427876811,0.5452315144,1.8496208011,-0.1348440666,0.1178092689,1.5684833008,-0.124230254,0.2147280033,1.6511639385,-0.0310882724,0.5333362201
1.8941186853,0.0407834086,0.3156114202,1.8055830994,0.0217435326,0.1131353813,1.7280354679,0.0033157511,-0.1112358091,1.7637204451,0.1844837429,0.1142378834,1.6020346397,0.2122873482,0.2710491386,1.6643686627,0.0678482767,0.5359239401,1.8474457537,-0.140996693,0.1120328792,1.5668689005,-0.1132070665,0.2202128725,1.6494812384,0.038435693,0.5138237751
1.9020259369,0.0464191341,0.3280647603,1.811178955,0.02675177,0.1264085846,1.732145854,0.0077676974,-0.0973946377,1.7739384822,0.1906065984,0.1256604227,1.5987728055,0.2368030833,0.2641249257,1.6693440471,0.1235861718,0.5367944663,1.8484194277,-0.1371030584,0.1271567465,1.5654534384,-0.1185194115,0.2326494622,1.6553371368,-0.012650902,0.5464586413
1.8961486312,0.0411239503,0.3264725883,1.807053111,0.0210512448,0.1235743636,1.7294757022,0.0006855976,-0.1006143315,1.768730727,0.1845982022,0.1219782977,1.5956165029,0.2380102861,0.251016783,1.6613625411,0.1238122701,0.5205055552,1.8453754949,-0.142495724,0.1251704295,1.565854803,-0.1092066964,0.2412612466,1.655943988,-0.0117548122,0.5581624354
1.8938225813,0.0396562865,0.3249842851,1.8057009258,0.021580737,0.120734685,1.7290083952,0.0033105774,-0.1039339023,1.7698819598,0.1856110391,0.1196226035,1.5951642877,0.2271924438,0.2552732391,1.6566771353,0.079932599,0.5150131408,1.8415198917,-0.1424495498,0.1218467666,1.5631032684,-0.1062106814,0.2252654681,1.6484446107,0.0233691303,0.5301881588
1.8886016031,0.0438158476,0.3207144373,1.8016469394,0.0253140748,0.11595699,1.7270011584,0.0072428386,-0.1094256094,1.7638905984,0.1890408724,0.1153339445,1.5941011023,0.2423980826,0.2500427285,1.6614406169,0.1444215386,0.5277044685,1.8394032804,-0.1384127381,0.1165800355,1.562124532,-0.1126573327,0.2251867974,1.6517143066,-0.0376707518,0.5472025511
1.8905941932,0.0381160144,0.3249254895,1.8050775039,0.0222131295,0.1189801784,1.7296687763,0.0061851979,-0.1063001385,1.7669206569,0.1858606315,0.1201094384,1.5940203346,0.2272198444,0.2465204052,1.6566906625,0.0801831636,0.5091114683,1.8432343509,-0.1414343763,0.1178509183,1.5634937403,-0.1040069675,0.2190369053,1.6458061157,0.0319789458,0.5204716158
1.8883478214,0.0437937557,0.321371146,1.8031929561,0.0267113221,0.1162978428,1.7284543948,0.0103730501,-0.1091879514,1.7650770013,0.1903716263,0.1170729385,1.5940976731,0.2402227897,0.244810856,1.660114723,0.1236450445,0.5161397761,1.8413089108,-0.136948986,0.115522747,1.5616082907,-0.1082914822,0.2279165967,1.6459774313,0.0051453664,0.5407476161
1.8882628567,0.0452801217,0.3218423072,1.8023728895,0.0269003888,0.1169901752,1.728130794,0.0089604303,-0.1085382692,1.7645645467,0.1906377835,0.1164114948,1.5932983601,0.2406976402,0.2462029793,1.6615259611,0.1313065182,0.5192454838,1.8401812324,-0.1368370059,0.1175688556,1.5632545336,-0.1020106916,0.2349482679,1.6498839917,-0.0014807026,0.5521775944
1.8897581108,0.0448941027,0.3254957441,1.805774266,0.0268572361,0.1194600266,1.7314398854,0.008917262,-0.106037793,1.7642599987,0.1896884721,0.12019048,1.5979110746,0.2202070108,0.2708098654,1.66985762,0.0813887936,0.5341196597,1.8472885333,-0.1359740037,0.1187295732,1.5614893523,-0.0995048158,0.2253052995,1.6473180879,0.0374113625,0.5284652015
1.8913418284,0.0493890503,0.323818248,1.8051067814,0.02894093,0.1204406656,1.7289699244,0.0081092847,-0.1042009004,1.7683411545,0.1928812208,0.1176987047,1.60035417,0.2333383522,0.2785602226,1.6808859274,0.141639948,0.5576085108,1.8418724083,-0.1349993685,0.1231826265,1.5622915072,-0.103627669,0.229598662,1.6539436054,-0.0170472313,0.5484248329
1.8886134445,0.0456617911,0.3227360437,1.8036071481,0.0247040451,0.1163212406,1.7296254437,0.0028840221,-0.1089494838,1.7597249558,0.1868894442,0.1150230543,1.6042772936,0.2036505614,0.2896933869,1.6715391595,0.0649391996,0.5565855959,1.8474893404,-0.1374813577,0.1176194269,1.5613128091,-0.1007883629,0.2159733604,1.64975079,0.034876528,0.5157966135
1.8906882676,0.0501918127,0.3256115854,1.8065535585,0.0288596594,0.1202784289,1.7313824028,0.0069640619,-0.1045789763,1.7664050009,0.1920046726,0.1178138546,1.5986491339,0.2223329291,0.2789746576,1.668178543,0.0952227032,0.5479986332,1.846702116,-0.1342853462,0.1227430031,1.5610103548,-0.1012795749,0.225268375,1.6562032554,0.002977008,0.5369467363
1.8881494432,0.0507093281,0.3244863201,1.8037989146,0.0294296203,0.1194285549,1.729306466,0.008265164,-0.1057371108,1.7645110744,0.192803448,0.1170698354,1.5920789143,0.2360986062,0.2515704764,1.6651334087,0.1285952887,0.5235170159,1.8430867548,-0.1339441882,0.1217872745,1.5619343157,-0.1001176529,0.2293397827,1.6577221627,-0.0153596106,0.548153945
1.8877827693,0.0439865866,0.3246551752,1.8047138465,0.024062234,0.1181091699,1.7306265452,0.0037897065,-0.1072723634,1.7620026761,0.1865734888,0.1175315298,1.6028577392,0.2016130654,0.2879964622,1.6699693609,0.0522403413,0.5508592223,1.8474250168,-0.1384489941,0.1186868099,1.556996635,-0.105328105,0.2081684752,1.6488461662,0.043314368,0.5016913006
1.887506483,0.0535088863,0.3229680729,1.8027907264,0.0308098409,0.1182365268,1.728119206,0.0083828345,-0.10674675,1.7621901418,0.1938470643,0.1154595839,1.593893579,0.2304950515,0.2703328294,1.6723306527,0.1224099896,0.5446772068,1.8433913111,-0.1322274055,0.1210134696,1.5582451148,-0.1082563002,0.2234092238,1.6532076281,-0.0200391469,0.541236237
1.8835666817,0.0463712681,0.320746072,1.7996342389,0.025521257,0.1147542996,1.7255818537,0.0042683318,-0.1105456451,1.7599903199,0.1888055676,0.1123815586,1.5914705162,0.2178557756,0.2666468947,1.662572684,0.0877164189,0.5339350551,1.839278158,-0.1377630499,0.1171270406,1.5584274453,-0.0947886405,0.2252987495,1.6526989319,0.0148013435,0.5348872398
1.8867586047,0.0464544898,0.3285851716,1.803424053,0.0267123891,0.121163328,1.7285450048,0.0064158447,-0.1039515245,1.7645953208,0.1901915861,0.1193392061,1.5944947768,0.2114516424,0.2849322534,1.6628223105,0.0756815229,0.553139583,1.8422527852,-0.1367668079,0.1229874499,1.553143365,-0.098444002,0.2154754504,1.6484062304,0.0271271334,0.5202621335
1.8879169094,0.0506455913,0.3271853871,1.8015950687,0.0300970546,0.1232200822,1.7252205424,0.0089255246,-0.1013130998,1.7636780762,0.1937925349,0.1206822729,1.5854951498,0.2288381755,0.2709548085,1.6607612059,0.1212605711,0.5465753816,1.8395120611,-0.1335984219,0.1257578915,1.5551926283,-0.0933998508,0.2392932529,1.6597220082,-0.026712623,0.5611940988
1.8804559726,0.0437907513,0.3205226948,1.7957382544,0.0235910268,0.1159682269,1.7212478805,0.0025540034,-0.1092076164,1.7548472686,0.1865775214,0.1142682428,1.5824993256,0.2137598564,0.2627884071,1.6489028107,0.0674178152,0.52685283,1.8366292402,-0.1393954448,0.117668211,1.5435145563,-0.1042346792,0.2029987554,1.6387561793,0.0427704772,0.4954108201
1.8790509696,0.046688127,0.3305859323,1.7942343695,0.0264268672,0.1246124127,1.7207955054,0.0060398787,-0.1009714698,1.7552393768,0.1898593679,0.1225369715,1.5767620267,0.2228971797,0.2734876469,1.6482268593,0.0973623623,0.5437240483,1.8332293622,-0.1370056411,0.1266878539,1.5442950394,-0.1071521034,0.2239227027,1.646167012,-0.0020831943,0.5350123859
1.8661306544,0.0445067708,0.3210352901,1.7841814772,0.0264409275,0.1148720627,1.7125334906,0.0096211033,-0.1115138436,1.7463770421,0.1901455597,0.1146737305,1.5687768507,0.2227958931,0.2547295739,1.6396107211,0.0894848739,0.5224068192,1.8219859123,-0.1372637085,0.1150703949,1.5398267447,-0.1020845157,0.2200314228,1.635625142,-0.003193104,0.5339530985
1.8644303728,0.0392294131,0.3254829892,1.7814926554,0.0247191025,0.1188509086,1.7098002214,0.011389175,-0.1078014159,1.7429039294,0.1882492609,0.1214392309,1.5655386722,0.210371168,0.2702817861,1.6340747158,0.0644662989,0.5320949499,1.8200813813,-0.1388110635,0.1162625863,1.5329438002,-0.1100461117,0.2093541867,1.6180517074,0.0265265581,0.5112876967
1.8551730637,0.0440913329,0.3344677949,1.7742381508,0.0291748979,0.1265767348,1.7051475204,0.0158568693,-0.1008952709,1.7338901495,0.192284262,0.1292818696,1.5569066638,0.2248341185,0.2710148195,1.6302967606,0.1093704904,0.5434626395,1.8145861521,-0.1339344662,0.1238716,1.5251973574,-0.1164050269,0.2076721625,1.6093330681,-0.0219588103,0.5261572966
1.8471255923,0.0372063164,0.3313855491,1.766685431,0.0226913401,0.1240730852,1.6977415294,0.0092615624,-0.103441371,1.7263631861,0.1858123716,0.1266630847,1.5488178066,0.2109324012,0.2598238397,1.6101467137,0.0625068147,0.523722235,1.807007676,-0.1404297028,0.1214830857,1.5152985263,-0.1129662434,0.2036575352,1.5943127511,0.0336524551,0.5008073152
1.8443849033,0.0420669822,0.3453915406,1.7647171957,0.0279665652,0.136541522,1.6968714355,0.0150365903,-0.0913329389,1.7274825916,0.1918232704,0.1383298668,1.5406957279,0.2241783888,0.2708043383,1.6062389343,0.0966686884,0.5403096517,1.8019517998,-0.1358901401,0.1347531772,1.5058514044,-0.1200055695,0.2024925156,1.5850942476,0.0086093761,0.5096353214
1.8353166358,0.0454853029,0.3405880766,1.7558468145,0.029942603,0.1331147968,1.689680743,0.01624469,-0.0952055168,1.7183244882,0.1937366279,0.1341617485,1.5345284286,0.2323066315,0.2617728973,1.5926908973,0.1055457368,0.5319478851,1.7933691409,-0.1338514448,0.132067845,1.5011075115,-0.1154528601,0.2080211585,1.5807717289,-0.0078029475,0.524010673
1.8210615988,0.0468526135,0.3332130985,1.7425928636,0.0347218283,0.1257367555,1.6796860543,0.0240804534,-0.1036574531,1.7170689365,0.2005735526,0.1250423379,1.5360292958,0.2384467432,0.2713665502,1.5873426366,0.0497129534,0.5109479352,1.7681167908,-0.1311299037,0.1264311732,1.5043812771,-0.1289620187,0.2173932473,1.5713746782,0.0332606243,0.5106101643
1.8169053698,0.0516176243,0.3436980381,1.7388931535,0.0439981933,0.1341580109,1.6771071867,0.0348739658,-0.0956150242,1.7238534671,0.2112403866,0.1315608829,1.5521508999,0.3060688117,0.2785451409,1.6009972789,0.1527787995,0.5418827911,1.7539328398,-0.1232440076,0.1367551236,1.5221694162,-0.1977462703,0.229547723,1.5757087861,-0.0345575361,0.5096401777
1.8096345089,0.054582922,0.3502316646,1.7330260912,0.0475300207,0.138561368,1.6722299925,0.0381908119,-0.0914669579,1.729648744,0.2153583736,0.1326399784,1.5766362536,0.4003625113,0.2404887155,1.6123669522,0.2936077597,0.5286288431,1.7364034384,-0.1202983475,0.1444827576,1.5492612461,-0.2750492104,0.227681443,1.5936821004,-0.1637417047,0.5263789117
1.7890927538,0.0599755048,0.3537104693,1.7248477249,0.0531279483,0.1382733579,1.6677446129,0.0445721164,-0.0927147441,1.7237363685,0.2210419151,0.1323284157,1.6073289901,0.4804203328,0.2174272319,1.5979211975,0.442892161,0.5243063864,1.7259590813,-0.1147860186,0.1442183001,1.5769553183,-0.3520634214,0.1785768644,1.5842408162,-0.3271207372,0.4959144689
1.7786778318,0.0650409649,0.3574127476,1.7233010659,0.0619662795,0.1394388604,1.6693702957,0.0583623293,-0.092440687,1.7287236527,0.229861834,0.1355680519,1.637559783,0.5342794526,0.0936735808,1.5490326323,0.6288340591,0.373734575,1.717878479,-0.1059292596,0.1433096689,1.6064684154,-0.3931534924,0.0806924634,1.5195738613,-0.509335025,0.3571030609
1.7599440593,0.0691520182,0.3593803762,1.7170545829,0.0671172537,0.1383242288,1.6701673795,0.0653438729,-0.0950706109,1.7227292501,0.2350521653,0.1359081008,1.6722378379,0.5096253441,-0.0431071099,1.5128998974,0.738680606,0.0726614808,1.7113799156,-0.1008176578,0.1407403416,1.6400116455,-0.3825266297,-0.0369246337,1.4744308031,-0.615293046,0.0871955195
1.7485279161,0.0726085803,0.3613391584,1.7105786132,0.0721614499,0.1385953097,1.6687271647,0.072586284,-0.0957921251,1.7171330469,0.240081991,0.137729212,1.685465653,0.4703456991,-0.1401741751,1.5070142226,0.7136135678,-0.2331532407,1.7040241795,-0.0957590911,0.1394614074,1.6545506742,-0.3328891557,-0.1294160354,1.476684683,-0.5598920368,-0.2633497235
1.737781195,0.0746019872,0.3587145946,1.7020756653,0.0746310385,0.1361085398,1.6636507285,0.0750114286,-0.0988696974,1.7102994101,0.2424772295,0.1350353437,1.6960322762,0.4111690717,-0.1735262494,1.5387466084,0.5737616946,-0.4160502688,1.6938519205,-0.0932151374,0.1371817359,1.6543625222,-0.268731411,-0.1762925453,1.5023823368,-0.4114126333,-0.4412259775
1.7370315815,0.0753327355,0.3649754311,1.6990284472,0.0758087311,0.1435796508,1.661969842,0.0763550275,-0.0916274121,1.707732417,0.2436309066,0.1425979447,1.6951674169,0.360371278,-0.1886628124,1.563388984,0.4589300591,-0.4863228508,1.6903244774,-0.0920134444,0.144561357,1.6498769406,-0.2041523412,-0.1743310115,1.5189829235,-0.2827978262,-0.4785616403
1.7266231277,0.0782852576,0.3661343438,1.6943433817,0.0792456417,0.1451298847,1.6626265692,0.0801512183,-0.0908314169,1.7036651508,0.2470366839,0.1445207196,1.6925249393,0.333949729,-0.1877191076,1.5754344493,0.3938283272,-0.5031598702,1.6850216126,-0.0885454082,0.1457390346,1.6450180382,-0.1709286804,-0.1786184845,1.5151813807,-0.1899014779,-0.493287609
1.7227725183,0.0809279971,0.3623868604,1.6914263728,0.0797451198,0.141093488,1.6610838307,0.0797065257,-0.0950716685,1.7008722852,0.2475271522,0.1398523491,1.68576446,0.3215705232,-0.194990674,1.5453789363,0.3502547305,-0.5056135256,1.6819804605,-0.0880369126,0.1423346268,1.6407310112,-0.1613941808,-0.1798773799,1.510290536,-0.1311537542,-0.494363824
1.7327211245,0.0846821154,0.3655528089,1.6958777873,0.0828268165,0.1437574731,1.6615557571,0.0822222974,-0.0918624265,1.7065961582,0.2505241062,0.1417657955,1.6784583098,0.3193242806,-0.1966567696,1.5243542119,0.3388805077,-0.501778518,1.6851594165,-0.0848704885,0.1457491506,1.6360098116,-0.1588556544,-0.1795922826,1.5060743294,-0.1260390998,-0.4947012414
1.7312022046,0.083958271,0.3650996895,1.6957730458,0.0834807696,0.1430080533,1.6618488383,0.0840214241,-0.0926709298,1.7070594127,0.251147582,0.1417679911,1.6699169216,0.3233923034,-0.1943338012,1.5130739514,0.3387389258,-0.4984066809,1.684486679,-0.0841860504,0.1442481155,1.6342152534,-0.1602002045,-0.1816189484,1.4990310177,-0.1327207816,-0.4950665109
1.7366957396,0.0836185619,0.3660529469,1.6975146339,0.0837001288,0.1462135981,1.6610193838,0.0840058571,-0.089080793,1.7073680168,0.2514546205,0.1449031523,1.6663233064,0.3256358815,-0.1886109181,1.5113227379,0.3415584994,-0.4936119052,1.6876612511,-0.084054363,0.1475240438,1.6374350017,-0.1632398045,-0.1787475918,1.4974140007,-0.1413741841,-0.4905350413
1.7364124111,0.0837581482,0.365292572,1.6962834283,0.0834324164,0.1447154641,1.6591795379,0.0831917558,-0.0904779268,1.705524261,0.2512221613,0.143085822,1.6634873506,0.3274592353,-0.1917687599,1.5067764585,0.3432873951,-0.4959003101,1.6870425955,-0.0843573209,0.1463451062,1.6385311934,-0.1668534174,-0.1822788611,1.4947802361,-0.1501828181,-0.4926920141
1.7393925265,0.0815952945,0.3666179395,1.6965418581,0.0828183274,0.1460120941,1.6578517828,0.0837397169,-0.0889307265,1.7063318878,0.2505819818,0.1450576971,1.6620477926,0.3264706436,-0.1880844132,1.5046712494,0.3431405978,-0.4918340487,1.6867518284,-0.0849453194,0.146966491,1.6388981551,-0.1673496929,-0.1777750935,1.4959534718,-0.1509768201,-0.4886022052
1.7341517885,0.0811320489,0.3619775168,1.6927405777,0.0825078276,0.1427415697,1.6561005506,0.0832632396,-0.0925318095,1.7009552905,0.2503567423,0.1420010763,1.6586964728,0.3250590407,-0.1898864333,1.4967289913,0.3431272934,-0.4911228379,1.684525865,-0.0853410795,0.1434820631,1.6339395344,-0.1673638102,-0.1784862264,1.4926483051,-0.1550935467,-0.4902525226
1.7339036255,0.0783623947,0.3608346955,1.6915535742,0.0783920472,0.1408696106,1.6541142343,0.0782968169,-0.0942776671,1.6983978019,0.246297834,0.139711779,1.6574165537,0.3257740019,-0.1923960417,1.4897136357,0.3365849398,-0.4908050936,1.6847093466,-0.0895137397,0.1420274421,1.6308434589,-0.1677358614,-0.1805145659,1.4874531287,-0.1601081532,-0.4914385082
1.7406236007,0.0774487917,0.3611360624,1.6942437712,0.0776796547,0.143264727,1.6538818248,0.077796816,-0.0913990957,1.7014431014,0.2455732206,0.1421101596,1.6570275409,0.3230090773,-0.1882880843,1.4888386528,0.3363585572,-0.4863549561,1.687044441,-0.0902139112,0.1444192945,1.6308261396,-0.1675852267,-0.1763927244,1.4762373228,-0.1870376836,-0.4812043361
1.7345650005,0.0779618157,0.3599020148,1.6923918259,0.0797842316,0.140840097,1.654858731,0.0810339717,-0.0942897243,1.7009078092,0.2476192239,0.1403726585,1.6571035894,0.3229136797,-0.1887418047,1.4891185561,0.3368794933,-0.4869044567,1.6838758425,-0.0880507606,0.1413075355,1.6308544521,-0.1678181367,-0.1787422881,1.4751971698,-0.1909690076,-0.4829340686
1.73583989,0.0786782282,0.3571169149,1.6930330471,0.0806364755,0.1378535529,1.6551060302,0.0822820958,-0.0972098912,1.7025517166,0.2484181038,0.137492205,1.6599263454,0.3230318541,-0.1880319304,1.4927935972,0.3393317163,-0.4865526025,1.6835143776,-0.0871451604,0.1382149007,1.6338601937,-0.168221858,-0.1779634142,1.4806477338,-0.1920883571,-0.4833629827
1.7360951614,0.076157378,0.360688203,1.6942979508,0.079475416,0.1397256185,1.656876912,0.08195104,-0.0954076669,1.7040184047,0.2472452576,0.1399448821,1.6603580879,0.3233087417,-0.1932715407,1.4941672295,0.3403994398,-0.4922742872,1.6845774969,-0.0882944256,0.1395063549,1.6361630435,-0.1692381917,-0.1807915935,1.4834509356,-0.1897241958,-0.4866863572
1.7343932312,0.0775492709,0.3550374525,1.6930915098,0.0795507747,0.1343124455,1.6562942515,0.0815943102,-0.1009295077,1.7031885494,0.2472992097,0.134190155,1.6612128056,0.3250153793,-0.1966155075,1.494956645,0.3406054974,-0.4956636334,1.6829944701,-0.0881976602,0.1344347665,1.6368910467,-0.1688500207,-0.1869802253,1.4825626044,-0.1882160966,-0.4921396315
1.7334933461,0.0775685013,0.3597364304,1.6951490231,0.0792244121,0.1389322957,1.659574298,0.0813393021,-0.0964978715,1.7050279235,0.2469857398,0.1389464348,1.6625852415,0.3239559666,-0.1978705479,1.4956590322,0.34129654,-0.4964504096,1.6852701226,-0.0885369157,0.1389181566,1.6393124387,-0.1684383144,-0.185122263,1.4829991262,-0.1850812073,-0.4894315338
1.7432005079,0.075624819,0.3601189631,1.6995457667,0.0777643452,0.1415793743,1.6604131808,0.0803060716,-0.093278148,1.7097979585,0.2455035186,0.1416863465,1.665157647,0.3235702034,-0.1933911262,1.4996628388,0.3387611848,-0.4928792879,1.6892935748,-0.0899748282,0.1414724021,1.641688185,-0.1680237091,-0.1809333679,1.4854474958,-0.1824798189,-0.4853942198
1.7415821003,0.0760077552,0.3606706658,1.6993953714,0.0782672438,0.1408164964,1.6612813414,0.0803019091,-0.0942158648,1.7094797155,0.2460167621,0.1406332471,1.66620257,0.3233527084,-0.1933135544,1.5000826405,0.3386741808,-0.4924536913,1.6893110273,-0.0894822744,0.1409997457,1.6409527085,-0.1679995419,-0.1817112278,1.4836118053,-0.1834282967,-0.4855496085
1.7446066372,0.0757810818,0.3606540531,1.7016314618,0.0770746709,0.1413730525,1.662171486,0.0789322377,-0.0934360066,1.71180748,0.2448184369,0.140989867,1.6709232963,0.3240169409,-0.1863385351,1.5066002382,0.3393108319,-0.4864728497,1.6914554436,-0.0906690952,0.1417562381,1.6427343371,-0.1678422325,-0.1781578896,1.4874536269,-0.1874181813,-0.4828170787
1.7373081604,0.0759855761,0.356780972,1.6995317105,0.0776557407,0.1365621472,1.6637918248,0.0796875613,-0.098832413,1.7110674705,0.2453106979,0.1362576919,1.6714918737,0.3234057369,-0.1940653438,1.504361077,0.3401466391,-0.4925650961,1.6879959505,-0.0899992089,0.1368666176,1.6414083978,-0.1686030711,-0.1820888997,1.4878682881,-0.1890033086,-0.4875781581
1.7456095546,0.0778407244,0.3593678861,1.7029201517,0.0773326864,0.1398893289,1.6638523931,0.0777024465,-0.0949817434,1.7160948222,0.2448526933,0.1379615156,1.6755470477,0.3213223167,-0.1966224419,1.5079751985,0.3419839632,-0.4946253511,1.6897454811,-0.0901873204,0.1418171422,1.640718942,-0.168456162,-0.1826683344,1.4882716019,-0.1884090841,-0.4887339824
1.7418159621,0.0808777817,0.3587525436,1.7013726553,0.079320077,0.1388795537,1.6641669588,0.0789604128,-0.0963049867,1.7162379978,0.2466893943,0.1362718026,1.6797093951,0.3182025811,-0.2013997246,1.5143847171,0.3437704857,-0.5002701806,1.6865073129,-0.0880492403,0.1414873049,1.6390512251,-0.1685013647,-0.1806005335,1.489547006,-0.1912399357,-0.4879201443
1.7426317581,0.0807074737,0.3585961075,1.7005580858,0.0782375087,0.1393509923,1.6630500239,0.0771607337,-0.0957858023,1.7183485966,0.2452988839,0.1357479759,1.6853776263,0.3152925982,-0.1993458972,1.523125937,0.3417758279,-0.4998171182,1.682767575,-0.0888238817,0.1429540087,1.6359402789,-0.1707279386,-0.1785569582,1.4866396799,-0.1952956257,-0.4858388958
1.740133232,0.0805746368,0.3609356858,1.6989405397,0.0773454129,0.1405192721,1.6619688598,0.0748121198,-0.0946888822,1.7182983074,0.2442062628,0.1356792047,1.6862071024,0.3098498217,-0.2025068652,1.528144353,0.3414263285,-0.5046903361,1.679582772,-0.089515437,0.1453593701,1.6301087804,-0.1787396635,-0.1744502931,1.4839109696,-0.205936688,-0.4829920535
1.7407148027,0.0799552923,0.3678679956,1.6995814378,0.0755151083,0.1465644511,1.6634367869,0.072155097,-0.0887637853,1.7191259712,0.242339353,0.1411805139,1.6871410814,0.3079523032,-0.1992314475,1.5353269505,0.3478478027,-0.5036177306,1.6800369043,-0.0913091365,0.1519483882,1.6309166814,-0.1866555389,-0.1715817658,1.4855900989,-0.217319418,-0.4801945133
1.7347547091,0.0809991547,0.366035559,1.6946765283,0.0756486123,0.1460952155,1.6598321743,0.0710551081,-0.0894051524,1.7054937661,0.2431937494,0.1412265692,1.6794222057,0.3157162519,-0.1924570203,1.5348254324,0.3674200664,-0.4985570293,1.6838592905,-0.0918965172,0.1509638771,1.6447896094,-0.1894220589,-0.1734792472,1.5033756788,-0.2348031936,-0.482041594
1.7142946262,0.0778846691,0.362948476,1.6815236648,0.0786540266,0.140525165,1.6538992588,0.0792676108,-0.0959516318,1.6677348509,0.245646049,0.1425691304,1.6473613824,0.3355378809,-0.1814284144,1.508150191,0.3969286355,-0.4882509011,1.6953124787,-0.0883380034,0.1384811995,1.6775838248,-0.1778478876,-0.1880743994,1.5539457064,-0.2423807819,-0.5007009899
1.7143383653,0.0692210493,0.3645972185,1.6789146807,0.0741252084,0.1427296118,1.6518266341,0.0794995215,-0.0937555563,1.6281343464,0.2330598135,0.1521580515,1.5884627544,0.3464926512,-0.1558549864,1.4530231545,0.4108626676,-0.463785336,1.7296950151,-0.084809389,0.1333011874,1.7313197554,-0.1493884769,-0.2013633694,1.6387141824,-0.2117396014,-0.5247320325
1.7173310845,0.0499977937,0.3572040801,1.6837792059,0.0596860173,0.1346025493,1.6578326205,0.0700744795,-0.1018397459,1.6028242593,0.2053307776,0.1498853936,1.524268767,0.3302143697,-0.1437183828,1.3684913411,0.3850731725,-0.4435445775,1.7647341525,-0.0859587354,0.1193196896,1.7901369452,-0.1168447581,-0.2213647298,1.7300067409,-0.1640362479,-0.5554868234
1.7488070596,0.0236418016,0.3370929415,1.7026167479,0.0380504817,0.1177743703,1.6659400338,0.057652886,-0.1165933081,1.5900192416,0.1578014795,0.1454109076,1.4677758077,0.2837465108,-0.1344496053,1.2932160856,0.2975123796,-0.4278590288,1.8152142543,-0.0817005162,0.0901378331,1.8510028584,-0.0860770556,-0.2384230284,1.8014571967,-0.1219342474,-0.5753820444
1.7977141121,0.0014320966,0.3339640692,1.7398467934,0.0215159981,0.1189366252,1.6889398398,0.0486512501,-0.1119532177,1.5919380247,0.0823279987,0.158694714,1.4255287126,0.209995257,-0.1152430903,1.2528453405,0.1875562072,-0.4096726012,1.8877555622,-0.0392959986,0.0791785365,1.9103051095,-0.0470726721,-0.2312859629,1.8591976185,-0.0687873297,-0.5376740655
1.8248883929,-0.0198507645,0.3362036545,1.7459630748,0.0123647049,0.1289527847,1.6683078306,0.0486172959,-0.0926795213,1.5898530554,0.0093808856,0.183162312,1.3944544911,0.1069785566,-0.086066615,1.2443157946,0.0454032446,-0.386971337,1.9020730942,0.0153485242,0.0747432422,1.912780105,0.008883714,-0.2363848794,1.8726324036,-0.0016462014,-0.5449856383
1.836299455,-0.0278426659,0.3421996148,1.7472354675,0.0096311853,0.1408957732,1.6547170746,0.0490731329,-0.0747257208,1.6080523183,-0.0653717941,0.186896437,1.3914464513,-0.0098415495,-0.065375213,1.2614857792,-0.0894500172,-0.3718226269,1.8864186168,0.0846341722,0.094895117,1.8915432201,0.0807280708,-0.2164176536,1.8612298429,0.0761186683,-0.5262836922
1.8500617354,-0.0159826395,0.3408191931,1.7557568203,0.0099984994,0.1386713156,1.6562591028,0.0384059022,-0.0755958818,1.6507174765,-0.1136568242,0.171053629,1.4153226207,-0.1130911147,-0.0828970902,1.3108562408,-0.2065121527,-0.3951359186,1.8607961642,0.1336538077,0.1062889947,1.8633089444,0.1315084465,-0.2050729149,1.8408598117,0.129843447,-0.5156376823
1.8473955881,0.0154457726,0.3363782239,1.7552007059,0.0247381863,0.1304874493,1.6554482844,0.0361426088,-0.0852947313,1.6963574685,-0.1289954779,0.1495647681,1.4660608825,-0.1842057355,-0.1260691516,1.4215705307,-0.2807802397,-0.454014316,1.8140439432,0.1784718428,0.1114101305,1.7686200688,0.3280503503,-0.2168552972,1.7755034325,0.3678981234,-0.5586621004
