field.h.x,field.h.y,field.h.z,field.n.x,field.n.y,field.n.z,field.t.x,field.t.y,field.t.z,field.rs.x,field.rs.y,field.rs.z,field.re.x,field.re.y,field.re.z,field.rh.x,field.rh.y,field.rh.z,field.ls.x,field.ls.y,field.ls.z,field.le.x,field.le.y,field.le.z,field.lh.x,field.lh.y,field.lh.z
1.7682891919,0.0617829464,0.3628597157,1.6959908685,0.0814302104,0.1211347157,1.6543512819,0.0965050621,-0.1128230781,1.7016082086,0.2491024112,0.1309385433,1.6760084487,0.4099095987,0.3172372519,1.7349192163,0.1258798774,0.4654958856,1.6903735285,-0.0862419904,0.1113308805,1.6624017594,-0.2000839815,-0.1930205717,1.5061425899,-0.2517542638,-0.4811971217
1.7726815307,0.0656230123,0.3680184825,1.6971659322,0.0785889672,0.1223247596,1.6548771702,0.0953579922,-0.1114005031,1.7013095229,0.2462096642,0.1336010811,1.6759244607,0.4097693396,0.3161170129,1.7359627952,0.1272959273,0.4668771379,1.6930223414,-0.0890317145,0.1110484382,1.661881519,-0.2020895529,-0.1886946115,1.5128399921,-0.253746503,-0.4792397183
1.7704838977,0.0639762528,0.3660433929,1.6942936153,0.0762309549,0.1193101446,1.6514624906,0.0944049538,-0.1142119759,1.6982003937,0.2437840394,0.131633319,1.6745356659,0.4084670274,0.3145843947,1.7381141614,0.1276672121,0.4669824461,1.6903868369,-0.0913221447,0.1069869778,1.662534852,-0.2034001279,-0.1865439181,1.5173182778,-0.256902233,-0.4785133249
1.7733137324,0.0625743581,0.364854143,1.6936046438,0.0755812103,0.1168536881,1.6515424354,0.0949571849,-0.1167073757,1.6986037102,0.2430516495,0.129846376,1.6761517544,0.4086441268,0.3146616288,1.7368242449,0.1266862808,0.4661240524,1.6886055775,-0.0918892213,0.1038610002,1.6632559182,-0.2056781404,-0.1896607573,1.5120236055,-0.2578119509,-0.4779426878
1.7713534134,0.0619689394,0.3664702391,1.6921306481,0.0733940024,0.115566401,1.6504696703,0.0970588198,-0.1176692705,1.6975483056,0.2405908302,0.1315627953,1.6750571531,0.4081888311,0.3150633052,1.7365174841,0.1262358403,0.4661998897,1.6867129906,-0.0938028406,0.0995700068,1.6638973903,-0.2063308938,-0.1923364646,1.510715617,-0.2580239003,-0.4795424754
1.7701849427,0.0639481832,0.3647259807,1.6936590997,0.0716200059,0.1162929427,1.652240684,0.0926749686,-0.1172400015,1.6991508463,0.2389868322,0.1304082789,1.6752875014,0.4081857496,0.3155038561,1.7400603299,0.127035719,0.466757738,1.688167353,-0.0957468203,0.1021776064,1.6648324368,-0.2056556279,-0.1949500545,1.5076977956,-0.2590229043,-0.4803166038
1.773533929,0.0643475485,0.3616400309,1.6950874502,0.0720759667,0.1183347007,1.6535199843,0.0938989723,-0.1151031959,1.7004239257,0.2393999228,0.1330265604,1.6781640762,0.4114819943,0.3155087589,1.7383195936,0.1277139963,0.4637158743,1.6897509747,-0.0952479817,0.1036428411,1.6648511099,-0.2082005955,-0.1984838375,1.503735985,-0.2569880067,-0.4833362425
1.7741599111,0.0665014128,0.3653215471,1.6966030688,0.0759526202,0.1204552091,1.6558633649,0.0966349581,-0.1132323397,1.7019805566,0.2433448137,0.1343324476,1.6802628138,0.4151201246,0.3144431689,1.7387924734,0.1296759731,0.4600712498,1.6912255809,-0.0914395809,0.1065779705,1.6671998719,-0.2060530496,-0.1944159598,1.5106335827,-0.2588002678,-0.481158503
1.7739253934,0.0688561788,0.3620539699,1.6977922841,0.0775354646,0.1237766769,1.6559202703,0.0942196293,-0.110025629,1.7032578954,0.245135773,0.1347576291,1.6850716409,0.4176012824,0.3139753778,1.7385291587,0.1306622392,0.4585915144,1.6923266729,-0.0900648363,0.1127957323,1.6671276016,-0.2073713635,-0.1970082904,1.505871129,-0.2594852523,-0.4825123368
1.7735301204,0.0707237692,0.3613828898,1.6984664867,0.074834318,0.1233174459,1.6551011769,0.0947270726,-0.1099471043,1.7049538348,0.242238654,0.1363874141,1.6873886729,0.4154386932,0.3160211456,1.7419293169,0.1278578694,0.458978831,1.6919791386,-0.0925700027,0.1102474853,1.6659069003,-0.2070866237,-0.1962230687,1.5035090661,-0.2588851633,-0.4825758047
1.7733377546,0.068885298,0.3641610887,1.6974012739,0.0810443056,0.1220971358,1.6545718618,0.0981392716,-0.1114910095,1.7036262852,0.24860309,0.1332182143,1.6888687517,0.4188288049,0.3129370337,1.7422542488,0.1320742708,0.4579511199,1.6911762626,-0.0865144789,0.1109760573,1.6635090876,-0.2089469688,-0.1941549446,1.5011417675,-0.2605478307,-0.4812417506
1.771815531,0.0709605488,0.3643965069,1.6992746852,0.0833466349,0.1239077749,1.6564982575,0.0986957514,-0.1098240168,1.7050280121,0.2510033332,0.1338646172,1.6908241618,0.4241595005,0.3089535671,1.7406096891,0.137733597,0.4558689726,1.6935213582,-0.0843100635,0.113950925,1.6637277345,-0.2106801376,-0.1907125931,1.5027444458,-0.2635708961,-0.4795940819
1.7723616669,0.0750646844,0.3666852012,1.6993530377,0.0873502972,0.1234048602,1.6561867335,0.0981978255,-0.1104951735,1.7053473189,0.2551521686,0.1300805584,1.6930592237,0.4267054987,0.2991102972,1.7401963437,0.1496852861,0.4636347212,1.6933587565,-0.0804515894,0.1167291697,1.6659187945,-0.2119058833,-0.1864958348,1.5034718791,-0.2635894481,-0.4751776112
1.7664501692,0.0667669942,0.35873753,1.7062567861,0.0811699408,0.1340496103,1.6573926064,0.0930397793,-0.0986663434,1.7118161334,0.2489627698,0.1414404895,1.7091934166,0.4273871376,0.3100414513,1.7629175883,0.1688174802,0.4972711429,1.7006974387,-0.0866228958,0.1266587234,1.6665063107,-0.2132318852,-0.1900725887,1.4981757249,-0.2634528099,-0.4781937355
1.754459946,0.0591808563,0.3542011056,1.7057020055,0.0736053178,0.1343932707,1.6568469815,0.0853609749,-0.0983508583,1.7176433067,0.2410895002,0.1403459551,1.7436641168,0.4287979698,0.3438667641,1.7789431568,0.2488423651,0.5924902307,1.6937607043,-0.0938788722,0.1284405863,1.6649362492,-0.2140286286,-0.1890106628,1.4990112978,-0.2659099907,-0.4802155587
1.7505527524,0.0525808549,0.3565767608,1.7078310613,0.0680383777,0.1362951336,1.6609170684,0.0819215138,-0.0967338841,1.7281578631,0.2347143099,0.1421327512,1.7658389476,0.483766374,0.3062425371,1.7893088447,0.4394042776,0.6074045603,1.6875042595,-0.0986375698,0.1304575161,1.6578368969,-0.213934508,-0.1853720259,1.5043524721,-0.2630761698,-0.4807120993
1.7483136492,0.0481394519,0.3610029165,1.7081378567,0.062374385,0.1395338563,1.6619676357,0.076840051,-0.0936074079,1.7334616071,0.2284068648,0.1448204454,1.7777491759,0.5374755852,0.2466444709,1.7971473409,0.6404174289,0.5412601223,1.6828141063,-0.1036581024,0.1342472672,1.6518377727,-0.2137103326,-0.179355799,1.5073864269,-0.2649371205,-0.4773155955
1.747398632,0.0456675743,0.3644697167,1.7067036811,0.0581017319,0.1430234856,1.6594281175,0.0716081691,-0.0899552837,1.7344020617,0.2238014605,0.1470088575,1.7768494223,0.5630753744,0.1465696604,1.7822710956,0.7841652991,0.379229873,1.6790050564,-0.1075979815,0.1390381137,1.6459809766,-0.2141615565,-0.1756111791,1.5027114105,-0.2696742288,-0.4732477073
1.7440468165,0.0467617277,0.3631652857,1.7038405298,0.0548847757,0.1419618201,1.6559403414,0.0659565526,-0.0910154515,1.7320019163,0.2205440054,0.1440442972,1.766728807,0.5475407303,0.0286725418,1.7479025263,0.8487724116,0.1673432042,1.6756791434,-0.1107744464,0.1398793429,1.6437499073,-0.2130802354,-0.1718462173,1.5004013738,-0.2713277407,-0.4689179258
1.740137755,0.0492448639,0.3645857102,1.7007172516,0.051476584,0.1420341124,1.653305609,0.0566788406,-0.0912383727,1.7256405864,0.2176522737,0.1406742949,1.7543359162,0.496466405,-0.0743068743,1.6943920251,0.8291744978,-0.0857434751,1.6757939168,-0.1146990904,0.1433939299,1.6435341966,-0.2120689141,-0.1742515815,1.5011126624,-0.2700995581,-0.4718024499
1.7348933604,0.0508347799,0.3634996699,1.6973459127,0.0516842895,0.1419564118,1.6521037102,0.0546422341,-0.0917927125,1.7174650443,0.2184997168,0.1401731348,1.7367810309,0.4373287062,-0.1540382704,1.6473783784,0.7265066005,-0.3144786769,1.677226781,-0.1151311302,0.1437397041,1.6469509021,-0.2076501699,-0.181412498,1.5030607308,-0.2629242275,-0.4787192051
1.7338536707,0.0573292867,0.3654136141,1.6950080106,0.0564067503,0.1435591883,1.6504600311,0.0567345133,-0.0903449297,1.7101196909,0.2237418926,0.1409154408,1.7178361239,0.3780573048,-0.2026363454,1.6193046387,0.5771263094,-0.4663855562,1.6798963303,-0.1109283845,0.1462029358,1.6514529623,-0.2018229134,-0.17965429,1.5247758955,-0.2566121055,-0.4847387551
1.7287001838,0.0645704597,0.3605115029,1.6909061594,0.0641667793,0.1391947014,1.6482159617,0.0658522762,-0.0950515254,1.704435813,0.2316642045,0.1379340469,1.705021108,0.3335333015,-0.2009643012,1.5946161504,0.4410360392,-0.5059720744,1.6773765059,-0.1033306459,0.140455356,1.6569408397,-0.1953255788,-0.1833990001,1.5382812087,-0.2485839797,-0.4924725999
1.7279629828,0.0674854274,0.3584219365,1.6896056091,0.0662377889,0.1376851084,1.6486645596,0.0668939801,-0.0968791638,1.7003040847,0.2339394273,0.136286769,1.6955191177,0.3148609643,-0.1965162225,1.5707349914,0.3540229815,-0.508376253,1.6789071336,-0.1014638495,0.1390834479,1.6595417629,-0.187836586,-0.1838110122,1.5527143784,-0.2381428561,-0.4977699857
1.7361484213,0.0727691336,0.3674496775,1.695342803,0.0712973727,0.1457966291,1.6544625451,0.0717564892,-0.0887784313,1.7048654972,0.239072104,0.1444652953,1.6857607211,0.307820096,-0.1964147615,1.5390679904,0.3008370132,-0.4974947891,1.6858201087,-0.096477351,0.1471279629,1.6595050086,-0.1866348955,-0.1856322859,1.5591089924,-0.232155589,-0.5024970905
1.7328064604,0.0785728704,0.3618224925,1.6930544469,0.0739841929,0.1413965215,1.6535355306,0.0705683373,-0.0933773201,1.6971135108,0.2419380576,0.138269462,1.6767121331,0.3074529973,-0.1978740178,1.5157725222,0.2931269056,-0.487795088,1.6889953829,-0.0939696642,0.1445235811,1.6543999635,-0.2018740195,-0.1852436258,1.5157789079,-0.2998990648,-0.4722681105
1.7404083966,0.0813716807,0.3666620642,1.6984910934,0.0776538982,0.145347704,1.655893443,0.0744386538,-0.0888934115,1.6992717172,0.2456770181,0.1428992605,1.6682481301,0.3113750548,-0.1976993194,1.5091095981,0.2833138624,-0.4867660413,1.6977104696,-0.0903692217,0.1477961474,1.636693655,-0.2618695374,-0.1481683502,1.4524382345,-0.4780747735,-0.3113613837
1.7418204894,0.0785155686,0.3592976486,1.6992824646,0.074797967,0.1395898275,1.6563655952,0.0730169484,-0.0946152303,1.6988116281,0.242843322,0.1383980263,1.6625919685,0.3188424108,-0.1993895604,1.4965415805,0.3245617715,-0.4854155313,1.6997533011,-0.0932473957,0.1407816288,1.6053605539,-0.353502526,-0.0657976754,1.4186873987,-0.6221888807,-0.0515918124
1.7457739935,0.0771585503,0.3614391441,1.7022410947,0.0719040264,0.1399432407,1.6594473967,0.0694347149,-0.0942780147,1.7028998943,0.2399439077,0.1380511485,1.6653668914,0.3180405105,-0.1945930008,1.4970063859,0.3419055843,-0.4785080318,1.701582295,-0.0961358625,0.1418353635,1.5955507883,-0.3934202562,0.0405284181,1.4443899061,-0.6075155075,0.2269707992
1.7458708189,0.0703294873,0.3610497089,1.7028425664,0.0639846294,0.1405529492,1.6607819007,0.0613834121,-0.0937985732,1.707062765,0.2319568777,0.1379309244,1.6698898539,0.3185025328,-0.1905180967,1.5102650239,0.3493979731,-0.4789037409,1.6986223679,-0.1039876113,0.143174974,1.5868127272,-0.3867948915,0.1403146669,1.5174202182,-0.4765906481,0.4348813891
1.7483763245,0.0660977307,0.3601978625,1.7026807183,0.0588006688,0.1400341205,1.6585731825,0.0552564432,-0.0939292261,1.7134919755,0.2264087293,0.1354567492,1.6747039413,0.314325518,-0.1945557426,1.5132562415,0.344825871,-0.4816688276,1.6918694612,-0.1088073841,0.1446114765,1.5826300768,-0.3589728244,0.1923199771,1.5830033744,-0.3151730488,0.5037823323
1.7493161519,0.0596140306,0.3559152053,1.700487986,0.0515619294,0.1373251289,1.6550158272,0.0479874902,-0.0963772035,1.7233262168,0.2178143135,0.1303384575,1.6778277687,0.306265715,-0.1895354599,1.5281174475,0.3445849893,-0.4819340189,1.6776497551,-0.1146904548,0.1443118003,1.5779525466,-0.2902323936,0.2834039329,1.6740376358,-0.1367014773,0.5383311312
1.7560119077,0.048902946,0.3661989331,1.6873084728,0.0288762578,0.1288710757,1.6471051803,0.0396058808,-0.1054081498,1.7225661761,0.1929966533,0.1303370107,1.6849534793,0.3031246584,-0.198603525,1.5190316582,0.331297816,-0.4880830333,1.6520507695,-0.13524413,0.1274051408,1.5689815431,-0.266272313,0.2920525254,1.6793049003,-0.0242338828,0.4657142295
1.7607745104,0.0436214808,0.368930422,1.6842467956,0.0305142585,0.1218740319,1.6436896042,0.0460723294,-0.1122122449,1.7241032663,0.1936872107,0.1258133997,1.6912084103,0.301361925,-0.1872483081,1.5296962379,0.3303623694,-0.4811539343,1.6443903248,-0.1326586937,0.1179346642,1.5645603728,-0.258508871,0.2922769069,1.6810709578,0.001428233,0.4429714252
1.771596892,0.0478989482,0.3715465321,1.6840087181,0.0365699217,0.1169370211,1.6448116243,0.0547178948,-0.1172175133,1.7260143668,0.1991839676,0.1225084458,1.6964210469,0.3022008114,-0.1891150723,1.5326711003,0.3281106713,-0.4809887231,1.6420030693,-0.1260441242,0.1113655964,1.5678264874,-0.2530317777,0.2981305936,1.6798968279,0.0144633239,0.4402992798
1.7725666228,0.0439298318,0.3687341506,1.6836966782,0.0406934862,0.1133872938,1.6453501661,0.0599527448,-0.120823747,1.7263433218,0.2031172268,0.1197609088,1.6959604439,0.3066531412,-0.1932876322,1.5359590068,0.3364070701,-0.4883045921,1.6410500346,-0.1217302544,0.1070136788,1.5656657075,-0.2486163803,0.2989066941,1.6828670128,0.0190724352,0.43675334
1.773047682,0.0500463306,0.3694481991,1.6830720319,0.0403549295,0.1096603293,1.6484216847,0.0596309406,-0.125123418,1.7245349619,0.2030502341,0.1168983667,1.6974421956,0.3119582004,-0.2042707614,1.5247173015,0.3370829321,-0.4892873389,1.641609102,-0.1223403674,0.1024222842,1.5678967736,-0.246742074,0.2972371302,1.6857215017,0.0198859527,0.4366694672
1.7739176665,0.0504152264,0.3669016872,1.6836773726,0.0403431596,0.1080082351,1.6485529037,0.0598474785,-0.1266891915,1.723866865,0.203344299,0.1155394442,1.6980573347,0.3107159541,-0.1982288631,1.5391297361,0.349171364,-0.4883548967,1.6434878802,-0.1226579646,0.1004770259,1.5714929799,-0.2486803238,0.2993549454,1.68799566,0.0207623649,0.4343933968
1.7732700849,0.0506630649,0.3675330982,1.684637181,0.0463236624,0.1056901773,1.6474571819,0.062703359,-0.1289252256,1.7238503452,0.2096501309,0.1108784717,1.6957476141,0.3135173372,-0.2030992769,1.5360618441,0.3502665065,-0.4929479335,1.6454240167,-0.1170028061,0.1005018753,1.5731249277,-0.2491266374,0.2961387223,1.6868522297,0.0199603588,0.4342337025
1.7729939667,0.049571866,0.3677664977,1.6842249375,0.0480831289,0.104181405,1.6464432603,0.0626713538,-0.1304598441,1.72358275,0.2114163195,0.1079987272,1.6933060686,0.3149644718,-0.2063195744,1.5293963145,0.349817538,-0.4940303676,1.644867125,-0.115250054,0.1003640905,1.5741897409,-0.2484014442,0.29520485,1.6864170503,0.0204354853,0.4350321355
1.7737196655,0.0518421552,0.3675301059,1.6839992315,0.048268118,0.104915613,1.6470178451,0.0633625104,-0.1298219983,1.7234880273,0.211558821,0.1091943681,1.6912386688,0.3174178028,-0.2085033894,1.5253847177,0.3483288758,-0.4955474121,1.6445104357,-0.1150225849,0.1006368579,1.5751937672,-0.2476384401,0.295397046,1.6874026457,0.0210378144,0.4355570953
1.7750211734,0.0544124725,0.3685280259,1.6831025028,0.0489027278,0.1054851811,1.6454006603,0.0632831511,-0.1291821151,1.7223439818,0.2122667025,0.1091913969,1.6887260925,0.3189015888,-0.2078446125,1.5221624311,0.3482827519,-0.4946430729,1.6438610238,-0.1144612469,0.1017789654,1.5741045445,-0.2478863689,0.2980711833,1.6888146207,0.0221989829,0.4333781655
1.7805038323,0.0585149821,0.370693411,1.682695769,0.0489272395,0.1067359761,1.6449995443,0.0625715331,-0.1279741516,1.7222418116,0.2122288298,0.1098775545,1.6880598366,0.3169924372,-0.2087058771,1.5173155593,0.3412658578,-0.4874988901,1.6431497265,-0.1143743431,0.1035943977,1.5753678205,-0.2415098536,0.2963780024,1.6908632175,0.0244049383,0.4390572046
1.7822155052,0.0553244404,0.3683265529,1.6828523856,0.0495414331,0.1074641936,1.6448225478,0.0617640526,-0.1272715218,1.7223018667,0.2128831116,0.109577925,1.6870240746,0.3161234453,-0.2083151873,1.5204659487,0.3435691226,-0.4855307315,1.6434029046,-0.1138002531,0.1053504698,1.5744327561,-0.2404785155,0.295833145,1.691809264,0.0242106974,0.4392893484
1.7757461152,0.0622664447,0.3672031331,1.6833728942,0.0508540037,0.1089896815,1.6451641029,0.0626527296,-0.125739945,1.7221063094,0.2143697442,0.1109037085,1.6859345846,0.3164663979,-0.2113702675,1.5159093201,0.342470473,-0.4833633869,1.644639479,-0.1126617522,0.1070756545,1.5753060456,-0.2404851499,0.2954019589,1.6902660538,0.0244748671,0.4403111436
1.7816218788,0.0562462484,0.3696531237,1.6846521937,0.0510766226,0.1099143136,1.6456594718,0.0616101365,-0.124745913,1.7240914159,0.2144317785,0.1106934199,1.6860871863,0.3166214277,-0.2074578688,1.5242827238,0.3446874838,-0.4837065267,1.6452129715,-0.1122785256,0.1091352074,1.5745943735,-0.2398972466,0.2954062645,1.6893814134,0.0246097363,0.4412903339
1.7796020863,0.0608278106,0.3695753113,1.6836172935,0.0475559737,0.109651439,1.6450888035,0.0584496615,-0.1250700991,1.7231289046,0.2108938416,0.1107463027,1.6878715013,0.313966405,-0.2065069323,1.5268609816,0.3437561883,-0.4817134942,1.6441056825,-0.1157818942,0.1085565753,1.5747574603,-0.2404451891,0.2950838762,1.6886673071,0.0238940355,0.4419558028
1.7804643849,0.0619764688,0.3690737517,1.6840120602,0.0484089987,0.1081300447,1.6454199734,0.0587631584,-0.1266063247,1.7230239139,0.2118689389,0.1089262653,1.6877123375,0.3128382611,-0.2033143048,1.5308609778,0.3461814655,-0.4803188251,1.6450002065,-0.1150509568,0.1073338242,1.5744959839,-0.2400765072,0.294962936,1.6905040976,0.0236460869,0.441296067
1.7827423621,0.0541580796,0.3675397773,1.683581516,0.0468584524,0.1059655261,1.6438116926,0.0580486253,-0.128535518,1.7231053341,0.2101933258,0.1070565674,1.6883843226,0.3126543341,-0.2067432929,1.5268404828,0.3434992302,-0.4795090874,1.6440576979,-0.1164764211,0.1048744847,1.5747795516,-0.2401399675,0.2944593034,1.692200753,0.0230165002,0.4406881812
1.7761595972,0.0546703693,0.3677305364,1.6849642066,0.0464669207,0.1056258603,1.6446457982,0.0580369707,-0.1287631212,1.7242200809,0.2098652201,0.106938857,1.6885274034,0.3098557506,-0.2056394421,1.5287191564,0.3432111207,-0.4766713258,1.6457083322,-0.1169313711,0.1043128637,1.5741524922,-0.2443580179,0.2945308084,1.6915703837,0.0201414369,0.4382989318
1.7834302317,0.053922784,0.3682388104,1.6853085701,0.0450116493,0.1050218094,1.6446565447,0.056306502,-0.1293233324,1.7250694485,0.2082901958,0.1059939229,1.6865693605,0.3095901185,-0.2154485627,1.5162850812,0.3367908785,-0.4812224886,1.6455476916,-0.1182668895,0.1040496959,1.5749216787,-0.2480942211,0.2966490002,1.6905188543,0.020421798,0.4342961585
1.7760260737,0.0479050032,0.3667953562,1.6853117414,0.0445616638,0.103903981,1.6456549514,0.0568150353,-0.1305628075,1.7243572908,0.2080030685,0.1058413681,1.6883809186,0.3085902167,-0.2070096655,1.5305372739,0.3384076606,-0.4808453437,1.6462661921,-0.1188797485,0.1019665939,1.5752334401,-0.2483671692,0.2946814697,1.6892002585,0.0193161108,0.4353020838
1.7741104247,0.0487442791,0.3677281025,1.6853051488,0.0442122757,0.1033327683,1.6461641021,0.0574648823,-0.1311666302,1.7244186943,0.2076268938,0.1060393354,1.6844615631,0.3110221176,-0.2165588455,1.5232828704,0.3328166915,-0.488876506,1.6461916034,-0.1192023425,0.1006262011,1.5770305707,-0.2516899623,0.2944911555,1.6888902012,0.0175180902,0.4338599463
1.773564035,0.048580619,0.3667786721,1.6852002925,0.0440352924,0.1037262318,1.6458603925,0.057544143,-0.1307258332,1.7241401324,0.2074892128,0.1066101677,1.6850848899,0.3083998664,-0.2094311927,1.5271989147,0.3319190008,-0.4819677679,1.6462604526,-0.1194186279,0.1008422958,1.5783102376,-0.2526295175,0.2945961313,1.6900256957,0.0173114446,0.4326885859
1.7732039191,0.05022735,0.3660947135,1.6847909855,0.0448876125,0.1031369389,1.6456794802,0.0580051447,-0.131375506,1.7229008683,0.2085377617,0.1059346962,1.6822131493,0.3098389733,-0.2179409783,1.5164431876,0.3244050148,-0.4867213905,1.6466811027,-0.1187625366,0.1003391815,1.5780562067,-0.2502683124,0.2962457904,1.6940856406,0.0174454927,0.4350897551
1.7778903289,0.0513822897,0.3695523379,1.685542219,0.0431731111,0.1049032935,1.6477966792,0.0564181087,-0.1298223979,1.7239134555,0.2067565001,0.107963379,1.6830942664,0.3083721186,-0.215694369,1.5168040423,0.3238263723,-0.4832527639,1.6471709824,-0.120410278,0.101843208,1.5763684649,-0.2496591877,0.2974909138,1.6946919504,0.0188360589,0.4328428961
1.7807394288,0.0574045971,0.3698204853,1.6857664541,0.0440142488,0.1035525542,1.6473525822,0.0565435305,-0.1311048365,1.7237429129,0.2077000725,0.1060754097,1.6842570133,0.3084308387,-0.2082449409,1.5266250815,0.3275467758,-0.4810953293,1.6477899953,-0.1196715749,0.1010296987,1.5780820786,-0.248944536,0.2956572283,1.6947280821,0.0192987818,0.4329873052
1.780496158,0.0535919817,0.3701795255,1.6879474979,0.0417446416,0.1049594675,1.6489083768,0.0558716764,-0.1294920034,1.7261447857,0.2053509908,0.108457191,1.6821363641,0.309761733,-0.2188073568,1.5173519907,0.326426533,-0.4875106395,1.64975021,-0.1218617151,0.1014617441,1.5786605657,-0.2492145687,0.2942637325,1.6945555856,0.0198910816,0.4305459606
